        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
     22400               8.565             0.00000             3.39545          -422.20669          -418.81125                 449
     22500               7.433             0.00000             2.94678          -421.50015          -418.55337                 451
     22600               8.178             0.00000             3.24226          -422.15256          -418.91030                 453
     22700               7.957             0.00000             3.15446          -421.99758          -418.84311                 455
     22800               8.295             0.00000             3.28860          -421.76272          -418.47411                 457
     22900               7.907             0.00000             3.13487          -421.63729          -418.50242                 459
     23000               7.620             0.00000             3.02094          -421.40395          -418.38301                 461
     23100               9.664             0.00000             3.83108          -422.09362          -418.26253                 463
     23200               8.063             0.00000             3.19655          -421.79958          -418.60303                 465
     23300               7.685             0.00000             3.04685          -421.88546          -418.83861                 467
     23400               8.153             0.00000             3.23238          -421.88677          -418.65439                 469
     23500               8.230             0.00000             3.26257          -421.70045          -418.43788                 471
     23600               7.757             0.00000             3.07520          -421.62191          -418.54671                 473
     23700               9.373             0.00000             3.71577          -422.40798          -418.69221                 475
     23800               6.926             0.00000             2.74587          -421.41715          -418.67128                 477
     23900               8.635             0.00000             3.42343          -422.30873          -418.88530                 479
     24000               8.349             0.00000             3.30978          -422.23243          -418.92265                 481
     24100               7.447             0.00000             2.95236          -421.48875          -418.53639                 483
     24200               9.052             0.00000             3.58883          -422.17573          -418.58690                 485
     24300               9.316             0.00000             3.69317          -422.41320          -418.72003                 487
     24400               7.368             0.00000             2.92112          -421.40087          -418.47975                 489
     24500               7.510             0.00000             2.97713          -421.29644          -418.31931                 491
     24600               7.955             0.00000             3.15378          -421.74136          -418.58758                 493
     24700               8.511             0.00000             3.37405          -422.18334          -418.80929                 495
     24800               8.115             0.00000             3.21702          -421.82166          -418.60464                 497
     24900               6.851             0.00000             2.71626          -421.22748          -418.51122                 499
     25000               9.092             0.00000             3.60466          -422.01745          -418.41279                 501
     25100               7.697             0.00000             3.05130          -421.79525          -418.74395                 503
     25200               9.440             0.00000             3.74260          -422.15955          -418.41695                 505
     25300               8.636             0.00000             3.42382          -422.03273          -418.60891                 507
     25400               8.346             0.00000             3.30869          -421.94034          -418.63165                 509
     25500               7.139             0.00000             2.83044          -421.51168          -418.68124                 511
     25600               8.013             0.00000             3.17656          -421.81686          -418.64029                 513
     25700               7.467             0.00000             2.96011          -421.39709          -418.43698                 515
     25800               8.559             0.00000             3.39328          -421.88184          -418.48856                 517
     25900               7.152             0.00000             2.83520          -421.42149          -418.58628                 519
     26000               8.066             0.00000             3.19768          -421.71290          -418.51522                 521
     26100               8.711             0.00000             3.45365          -422.18805          -418.73440                 523
     26200               6.936             0.00000             2.74977          -421.06315          -418.31339                 525
     26300               8.652             0.00000             3.42990          -421.83335          -418.40345                 527
     26400               9.157             0.00000             3.63013          -422.36354          -418.73340                 529
     26500               7.862             0.00000             3.11679          -421.72085          -418.60407                 531
     26600               7.784             0.00000             3.08595          -421.43078          -418.34484                 533
     26700               7.850             0.00000             3.11202          -421.65098          -418.53896                 535
     26800               8.458             0.00000             3.35313          -422.32066          -418.96752                 537
     26900               7.275             0.00000             2.88428          -421.54899          -418.66471                 539
     27000               6.365             0.00000             2.52344          -421.15979          -418.63635                 541
     27100               9.599             0.00000             3.80538          -422.67468          -418.86930                 543
     27200               8.188             0.00000             3.24618          -421.88879          -418.64261                 545
     27300               7.291             0.00000             2.89042          -421.27479          -418.38438                 547
