        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
        99              50.000             0.00000            19.82239          -402.34250          -382.52011                   -
       100              50.000             0.00000            19.82239          -402.28282          -382.46043                  21
       101              50.000             0.00000            19.82239          -402.23441          -382.41202                   -
       102              50.000             0.00000            19.82239          -402.34572          -382.52334                   -
       103              50.000             0.00000            19.82239          -402.41618          -382.59379                   -
       104              50.000             0.00000            19.82239          -402.07313          -382.25074                   -
       105              50.000             0.00000            19.82239          -401.19064          -381.36825                  22
       106              50.000             0.00000            19.82239          -400.05162          -380.22924                   -
       107              50.000             0.00000            19.82239          -399.10064          -379.27826                   -
       108              50.000             0.00000            19.82239          -398.56085          -378.73847                   -
       109              50.000             0.00000            19.82239          -398.33890          -378.51651                   -
       110              50.000             0.00000            19.82239          -398.30561          -378.48322                  23
       111              50.000             0.00000            19.82239          -398.53677          -378.71438                   -
       112              50.000             0.00000            19.82239          -399.18540          -379.36301                   -
       113              50.000             0.00000            19.82239          -400.17548          -380.35310                   -
       114              50.000             0.00000            19.82239          -401.14387          -381.32148                   -
       115              50.000             0.00000            19.82239          -401.72098          -381.89859                  24
       116              50.000             0.00000            19.82239          -401.81287          -381.99048                   -
       117              50.000             0.00000            19.82239          -401.61654          -381.79415                   -
       118              50.000             0.00000            19.82239          -401.42005          -381.59766                   -
       119              50.000             0.00000            19.82239          -401.39177          -381.56939                   -
       120              50.000             0.00000            19.82239          -401.52102          -381.69863                  25
       121              50.000             0.00000            19.82239          -401.71205          -381.88967                   -
       122              50.000             0.00000            19.82239          -401.89783          -382.07545                   -
       123              50.000             0.00000            19.82239          -402.06349          -382.24110                   -
       124              50.000             0.00000            19.82239          -402.18331          -382.36092                   -
       125              50.000             0.00000            19.82239          -402.15337          -382.33098                  26
       126              50.000             0.00000            19.82239          -401.81154          -381.98916                   -
       127              50.000             0.00000            19.82239          -401.06914          -381.24675                   -
       128              50.000             0.00000            19.82239          -400.06469          -380.24230                   -
       129              50.000             0.00000            19.82239          -399.18375          -379.36136                   -
       130              50.000             0.00000            19.82239          -398.84591          -379.02353                  27
       131              50.000             0.00000            19.82239          -399.17728          -379.35489                   -
       132              50.000             0.00000            19.82239          -399.91549          -380.09310                   -
       133              50.000             0.00000            19.82239          -400.69992          -380.87754                   -
       134              50.000             0.00000            19.82239          -401.39665          -381.57427                   -
       135              50.000             0.00000            19.82239          -402.07979          -382.25741                  28
       136              50.000             0.00000            19.82239          -402.74558          -382.92319                   -
       137              50.000             0.00000            19.82239          -403.15907          -383.33669                   -
       138              50.000             0.00000            19.82239          -403.06842          -383.24604                   -
       139              50.000             0.00000            19.82239          -402.54198          -382.71960                   -
       140              50.000             0.00000            19.82239          -402.01354          -382.19115                  29
       141              50.000             0.00000            19.82239          -401.92074          -382.09836                   -
       142              50.000             0.00000            19.82239          -402.27032          -382.44794                   -
       143              50.000             0.00000            19.82239          -402.65953          -382.83714                   -
       144              50.000             0.00000            19.82239          -402.75736          -382.93497                   -
       145              50.000             0.00000            19.82239          -402.63751          -382.81512                  30
       146              50.000             0.00000            19.82239          -402.60668          -382.78430                   -
       147              50.000             0.00000            19.82239          -402.78237          -382.95998                   -
       148              50.000             0.00000            19.82239          -402.94386          -383.12147                   -
       149              50.000             0.00000            19.82239          -402.84480          -383.02241                   -
       150              50.000             0.00000            19.82239          -402.56661          -382.74422                  31
       151              50.000             0.00000            19.82239          -402.46038          -382.63799                   -
       152              50.000             0.00000            19.82239          -402.73271          -382.91032                   -
       153              50.000             0.00000            19.82239          -403.15966          -383.33728                   -
       154              50.000             0.00000            19.82239          -403.30082          -383.47843                   -
       155              50.000             0.00000            19.82239          -402.94853          -383.12615                  32
       156              50.000             0.00000            19.82239          -402.29642          -382.47404                   -
       157              50.000             0.00000            19.82239          -401.71226          -381.88988                   -
       158              50.000             0.00000            19.82239          -401.39329          -381.57090                   -
       159              50.000             0.00000            19.82239          -401.26353          -381.44114                   -
       160              50.000             0.00000            19.82239          -401.18917          -381.36678                  33
       161              50.000             0.00000            19.82239          -401.19933          -381.37695                   -
       162              50.000             0.00000            19.82239          -401.43520          -381.61282                   -
       163              50.000             0.00000            19.82239          -401.91434          -382.09196                   -
       164              50.000             0.00000            19.82239          -402.41349          -382.59110                   -
       165              50.000             0.00000            19.82239          -402.62218          -382.79979                  34
       166              50.000             0.00000            19.82239          -402.40058          -382.57820                   -
       167              50.000             0.00000            19.82239          -401.89618          -382.07379                   -
       168              50.000             0.00000            19.82239          -401.44365          -381.62127                   -
       169              50.000             0.00000            19.82239          -401.32980          -381.50742                   -
       170              50.000             0.00000            19.82239          -401.59535          -381.77296                  35
       171              50.000             0.00000            19.82239          -402.04474          -382.22236                   -
       172              50.000             0.00000            19.82239          -402.44901          -382.62662                   -
       173              50.000             0.00000            19.82239          -402.72400          -382.90161                   -
       174              50.000             0.00000            19.82239          -402.91318          -383.09079                   -
       175              50.000             0.00000            19.82239          -403.02618          -383.20380                  36
       176              50.000             0.00000            19.82239          -402.94457          -383.12218                   -
       177              50.000             0.00000            19.82239          -402.54239          -382.72001                   -
       178              50.000             0.00000            19.82239          -401.91299          -382.09061                   -
       179              50.000             0.00000            19.82239          -401.43246          -381.61007                   -
       180              50.000             0.00000            19.82239          -401.51050          -381.68812                  37
       181              50.000             0.00000            19.82239          -402.20674          -382.38435                   -
       182              50.000             0.00000            19.82239          -403.14718          -383.32479                   -
       183              50.000             0.00000            19.82239          -403.87939          -384.05701                   -
       184              50.000             0.00000            19.82239          -404.23720          -384.41481                   -
       185              50.000             0.00000            19.82239          -404.33093          -384.50854                  38
       186              50.000             0.00000            19.82239          -404.26006          -384.43767                   -
       187              50.000             0.00000            19.82239          -403.92129          -384.09890                   -
       188              50.000             0.00000            19.82239          -403.14965          -383.32726                   -
       189              50.000             0.00000            19.82239          -402.01892          -382.19654                   -
       190              50.000             0.00000            19.82239          -400.92666          -381.10428                  39
       191              50.000             0.00000            19.82239          -400.31160          -380.48921                   -
       192              50.000             0.00000            19.82239          -400.24936          -380.42698                   -
       193              50.000             0.00000            19.82239          -400.39885          -380.57646                   -
       194              50.000             0.00000            19.82239          -400.39070          -380.56831                   -
       195              50.000             0.00000            19.82239          -400.17538          -380.35299                  40
       196              50.000             0.00000            19.82239          -399.96935          -380.14696                   -
       197              50.000             0.00000            19.82239          -399.94239          -380.12000                   -
       198              50.000             0.00000            19.82239          -400.03092          -380.20853                   -
       199              50.000             0.00000            19.82239          -400.07901          -380.25663                   -
       200              50.000             0.00000            19.82239          -400.09319          -380.27080                  41
       201              50.000             0.00000            19.82239          -400.27700          -380.45461                   -
       202              50.000             0.00000            19.82239          -400.80289          -380.98051                   -
       203              50.000             0.00000            19.82239          -401.58388          -381.76150                   -
       204              50.000             0.00000            19.82239          -402.30753          -382.48515                   -
       205              50.000             0.00000            19.82239          -402.68110          -382.85872                  42
       206              50.000             0.00000            19.82239          -402.61828          -382.79589                   -
       207              50.000             0.00000            19.82239          -402.22881          -382.40643                   -
       208              50.000             0.00000            19.82239          -401.68326          -381.86087                   -
       209              50.000             0.00000            19.82239          -401.09327          -381.27088                   -
       210              50.000             0.00000            19.82239          -400.49866          -380.67627                  43
       211              50.000             0.00000            19.82239          -399.94760          -380.12521                   -
       212              50.000             0.00000            19.82239          -399.57110          -379.74871                   -
       213              50.000             0.00000            19.82239          -399.55570          -379.73332                   -
       214              50.000             0.00000            19.82239          -400.01136          -380.18898                   -
       215              50.000             0.00000            19.82239          -400.85246          -381.03007                  44
       216              50.000             0.00000            19.82239          -401.83314          -382.01075                   -
       217              50.000             0.00000            19.82239          -402.72240          -382.90002                   -
       218              50.000             0.00000            19.82239          -403.44191          -383.61952                   -
       219              50.000             0.00000            19.82239          -404.03449          -384.21211                   -
       220              50.000             0.00000            19.82239          -404.51629          -384.69391                  45
       221              50.000             0.00000            19.82239          -404.78898          -384.96659                   -
       222              50.000             0.00000            19.82239          -404.72221          -384.89983                   -
       223              50.000             0.00000            19.82239          -404.31532          -384.49293                   -
       224              50.000             0.00000            19.82239          -403.75046          -383.92807                   -
       225              50.000             0.00000            19.82239          -403.26616          -383.44377                  46
       226              50.000             0.00000            19.82239          -402.97320          -383.15082                   -
       227              50.000             0.00000            19.82239          -402.81247          -382.99008                   -
       228              50.000             0.00000            19.82239          -402.69599          -382.87361                   -
       229              50.000             0.00000            19.82239          -402.64092          -382.81853                   -
       230              50.000             0.00000            19.82239          -402.72534          -382.90296                  47
       231              50.000             0.00000            19.82239          -402.93288          -383.11049                   -
       232              50.000             0.00000            19.82239          -403.09722          -383.27484                   -
       233              50.000             0.00000            19.82239          -403.03026          -383.20788                   -
       234              50.000             0.00000            19.82239          -402.68445          -382.86206                   -
       235              50.000             0.00000            19.82239          -402.17499          -382.35260                  48
       236              50.000             0.00000            19.82239          -401.66236          -381.83997                   -
       237              50.000             0.00000            19.82239          -401.23561          -381.41322                   -
       238              50.000             0.00000            19.82239          -400.91034          -381.08796                   -
       239              50.000             0.00000            19.82239          -400.70561          -380.88323                   -
       240              50.000             0.00000            19.82239          -400.67545          -380.85307                  49
       241              50.000             0.00000            19.82239          -400.85296          -381.03057                   -
       242              50.000             0.00000            19.82239          -401.18916          -381.36677                   -
       243              50.000             0.00000            19.82239          -401.56953          -381.74715                   -
       244              50.000             0.00000            19.82239          -401.88541          -382.06302                   -
       245              50.000             0.00000            19.82239          -402.08309          -382.26070                  50
       246              50.000             0.00000            19.82239          -402.16573          -382.34335                   -
       247              50.000             0.00000            19.82239          -402.17765          -382.35526                   -
       248              50.000             0.00000            19.82239          -402.18783          -382.36545                   -
       249              50.000             0.00000            19.82239          -402.25989          -382.43750                   -
       250              50.000             0.00000            19.82239          -402.41336          -382.59097                  51
       251              50.000             0.00000            19.82239          -402.61801          -382.79562                   -
       252              50.000             0.00000            19.82239          -402.83927          -383.01688                   -
       253              50.000             0.00000            19.82239          -403.08188          -383.25950                   -
       254              50.000             0.00000            19.82239          -403.36788          -383.54549                   -
       255              50.000             0.00000            19.82239          -403.66963          -383.84724                  52
       256              50.000             0.00000            19.82239          -403.89326          -384.07087                   -
       257              50.000             0.00000            19.82239          -403.95664          -384.13425                   -
       258              50.000             0.00000            19.82239          -403.88024          -384.05785                   -
       259              50.000             0.00000            19.82239          -403.77681          -383.95442                   -
       260              50.000             0.00000            19.82239          -403.73736          -383.91497                  53
