        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
       132               1.162             0.00000             0.46071          -418.72621          -418.26550                   -
       133               1.182             0.00000             0.46875          -418.73948          -418.27074                   -
       134               1.201             0.00000             0.47621          -418.75265          -418.27644                   -
       135               1.217             0.00000             0.48253          -418.76476          -418.28224                   -
       136               1.229             0.00000             0.48719          -418.77475          -418.28755                   -
       137               1.238             0.00000             0.49061          -418.78248          -418.29187                   -
       138               1.245             0.00000             0.49358          -418.78840          -418.29482                   -
       139               1.251             0.00000             0.49613          -418.79239          -418.29626                   -
       140               1.254             0.00000             0.49725          -418.79348          -418.29624                   -
       141               1.252             0.00000             0.49619          -418.79126          -418.29507                   -
       142               1.245             0.00000             0.49363          -418.78698          -418.29335                   -
       143               1.239             0.00000             0.49116          -418.78286          -418.29169                   -
       144               1.235             0.00000             0.48966          -418.78011          -418.29045                   -
       145               1.232             0.00000             0.48850          -418.77807          -418.28957                   -
       146               1.228             0.00000             0.48675          -418.77547          -418.28872                   -
       147               1.222             0.00000             0.48455          -418.77214          -418.28759                   -
       148               1.219             0.00000             0.48308          -418.76912          -418.28604                   -
       149               1.219             0.00000             0.48309          -418.76711          -418.28402                   -
       150               1.221             0.00000             0.48400          -418.76562          -418.28163                   -
       151               1.223             0.00000             0.48493          -418.76400          -418.27907                   -
       152               1.226             0.00000             0.48620          -418.76291          -418.27671                   -
       153               1.234             0.00000             0.48938          -418.76434          -418.27496                   -
       154               1.251             0.00000             0.49582          -418.76978          -418.27396                   -
       155               1.275             0.00000             0.50539          -418.77892          -418.27353                   -
       156               1.304             0.00000             0.51694          -418.79014          -418.27320                   -
       157               1.336             0.00000             0.52952          -418.80211          -418.27259                   -
       158               1.370             0.00000             0.54298          -418.81452          -418.27154                   -
       159               1.405             0.00000             0.55713          -418.82726          -418.27013                   -
       160               1.440             0.00000             0.57107          -418.83971          -418.26864                   -
       161               1.472             0.00000             0.58346          -418.85097          -418.26750                   -
       162               1.497             0.00000             0.59357          -418.86077          -418.26721                   -
       163               1.517             0.00000             0.60148          -418.86964          -418.26816                   -
       164               1.532             0.00000             0.60754          -418.87802          -418.27048                   -
       165               1.543             0.00000             0.61167          -418.88557          -418.27390                   -
       166               1.548             0.00000             0.61354          -418.89143          -418.27789                   -
       167               1.546             0.00000             0.61296          -418.89485          -418.28189                   -
       168               1.539             0.00000             0.60999          -418.89542          -418.28543                   -
       169               1.525             0.00000             0.60464          -418.89291          -418.28827                   -
       170               1.506             0.00000             0.59695          -418.88733          -418.29037                   -
       171               1.482             0.00000             0.58747          -418.87942          -418.29194                   -
       172               1.457             0.00000             0.57745          -418.87072          -418.29327                   -
       173               1.433             0.00000             0.56823          -418.86278          -418.29455                   -
       174               1.414             0.00000             0.56058          -418.85629          -418.29571                   -
       175               1.399             0.00000             0.55480          -418.85121          -418.29641                   -
       176               1.391             0.00000             0.55146          -418.84769          -418.29624                   -
       177               1.391             0.00000             0.55157          -418.84645          -418.29488                   -
       178               1.402             0.00000             0.55578          -418.84801          -418.29224                   -
       179               1.421             0.00000             0.56353          -418.85195          -418.28842                   -
       180               1.447             0.00000             0.57355          -418.85733          -418.28378                   -
       181               1.476             0.00000             0.58512          -418.86400          -418.27887                   -
       182               1.510             0.00000             0.59859          -418.87299          -418.27440                   -
       183               1.550             0.00000             0.61439          -418.88523          -418.27085                   -
