0 1.510001 1.444255 1.345989 1.510000 
1 1.510000 1.431989 1.404349 1.510000 
2 1.510000 1.521550 1.532078 1.510000 
3 1.509999 1.551528 1.635314 1.510000 
4 1.509999 1.499795 1.626163 1.509999 
5 1.510000 1.513540 1.697522 1.509999 
6 1.510000 1.612786 1.737191 1.510000 
7 1.509999 1.597816 1.761012 1.510000 
8 1.509999 1.581556 1.703091 1.510000 
9 1.510000 1.593919 1.688855 1.509999 
10 1.510000 1.606626 1.633619 1.510000 
11 1.509999 1.628483 1.532858 1.510000 
12 1.510000 1.581153 1.485354 1.510000 
13 1.510001 1.594957 1.441057 1.510000 
14 1.510000 1.547815 1.386739 1.509999 
15 1.509999 1.504872 1.338802 1.509999 
16 1.510000 1.497973 1.344046 1.510000 
17 1.510000 1.561174 1.371598 1.510000 
18 1.510000 1.593945 1.450570 1.510000 
19 1.509999 1.608338 1.483689 1.510001 
20 1.509999 1.595331 1.546987 1.510000 
21 1.510000 1.551402 1.574166 1.510001 
22 1.509999 1.524596 1.557883 1.510000 
23 1.510000 1.488649 1.559754 1.510000 
24 1.510000 1.411570 1.506149 1.510000 
25 1.510001 1.416659 1.477441 1.510000 
26 1.510000 1.367574 1.482692 1.510000 
27 1.510000 1.420857 1.520204 1.510000 
28 1.509999 1.475754 1.532257 1.510001 
29 1.510000 1.485269 1.485231 1.510000 
30 1.510000 1.486453 1.483761 1.509999 
31 1.509999 1.638492 1.490388 1.510000 
32 1.510000 1.582219 1.476217 1.510000 
33 1.509999 1.598444 1.532344 1.510000 
34 1.510000 1.564552 1.587038 1.510000 
35 1.510000 1.473198 1.574229 1.510000 
36 1.509999 1.568136 1.629409 1.509999 
37 1.510000 1.554432 1.583173 1.510000 
38 1.509999 1.571165 1.603990 1.510000 
39 1.510000 1.549592 1.607955 1.510001 
40 1.510000 1.494068 1.618890 1.510000 
41 1.510000 1.578823 1.656518 1.509999 
42 1.510000 1.621606 1.728987 1.510000 
43 1.510000 1.591698 1.695577 1.510000 
44 1.509999 1.628754 1.680211 1.510000 
45 1.510000 1.621856 1.668711 1.510000 
46 1.510000 1.575502 1.581598 1.509999 
47 1.510000 1.589142 1.510759 1.510000 
48 1.510000 1.565844 1.453194 1.510000 
49 1.510000 1.536888 1.439914 1.510000 
50 1.510000 1.490356 1.384398 1.510000 
51 1.510000 1.495341 1.477429 1.510000 
52 1.510000 1.563403 1.457729 1.510000 
53 1.510000 1.517346 1.508895 1.510000 
54 1.509999 1.563293 1.524610 1.510000 
55 1.510000 1.582333 1.559832 1.510001 
56 1.509999 1.574861 1.545414 1.509999 
57 1.510000 1.574452 1.594895 1.510000 
58 1.510000 1.623520 1.587083 1.509999 
59 1.510000 1.606906 1.608954 1.510000 
60 1.510000 1.612454 1.613939 1.510000 
61 1.510000 1.598455 1.598332 1.510000 
62 1.510000 1.574416 1.555352 1.510000 
63 1.509999 1.544395 1.488137 1.510000 
64 1.510000 1.492553 1.540264 1.510000 
65 1.510000 1.491927 1.562387 1.510000 
66 1.510000 1.496062 1.591519 1.510000 
67 1.509999 1.441508 1.568567 1.509999 
68 1.510000 1.522921 1.528278 1.510000 
69 1.510000 1.522991 1.523140 1.509999 
70 1.510000 1.445069 1.517949 1.510001 
71 1.510000 1.412014 1.552295 1.510000 
72 1.510000 1.395863 1.586242 1.510001 
73 1.509999 1.475533 1.583506 1.510000 
74 1.510000 1.551080 1.544919 1.510000 
75 1.510000 1.603639 1.461256 1.510000 
76 1.510000 1.666851 1.468288 1.509999 
77 1.510000 1.738488 1.448850 1.510000 
78 1.510001 1.728240 1.493202 1.510000 
79 1.510000 1.629898 1.505618 1.510000 
80 1.510000 1.596674 1.521752 1.510000 
81 1.509999 1.568417 1.586708 1.510000 
82 1.509999 1.536551 1.630037 1.510000 
83 1.510000 1.403334 1.543080 1.510000 
84 1.510000 1.357970 1.606007 1.510000 
85 1.509999 1.404609 1.672433 1.510000 
86 1.509999 1.394627 1.634049 1.510000 
87 1.510000 1.327274 1.596630 1.510000 
88 1.510000 1.337905 1.550760 1.510000 
89 1.510000 1.344874 1.514052 1.510000 
90 1.510000 1.386474 1.498512 1.510000 
91 1.510000 1.442800 1.440374 1.510000 
92 1.509999 1.524896 1.450263 1.510000 
93 1.510000 1.567193 1.422151 1.510000 
94 1.510000 1.646207 1.410946 1.510000 
95 1.509999 1.667678 1.473078 1.509999 
