        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
       105             264.347             0.00000             4.72781            10.42363            15.15145                  22
       106             284.455             0.00000             5.08743            10.01714            15.10457                   -
       107             297.720             0.00000             5.32468             9.74960            15.07428                   -
       108             296.070             0.00000             5.29516             9.77651            15.07167                   -
       109             292.884             0.00000             5.23819             9.83658            15.07477                   -
       110             306.151             0.00000             5.47546             9.57772            15.05318                  23
       111             336.007             0.00000             6.00943             8.99240            15.00184                   -
       112             362.073             0.00000             6.47563             8.47096            14.94658                   -
       113             363.714             0.00000             6.50498             8.41108            14.91606                   -
       114             341.044             0.00000             6.09952             8.81181            14.91133                   -
       115             313.908             0.00000             5.61420             9.29195            14.90615                  24
       116             300.379             0.00000             5.37223             9.50479            14.87702                   -
       117             298.522             0.00000             5.33903             9.49056            14.82959                   -
       118             291.155             0.00000             5.20726             9.58511            14.79237                   -
       119             267.666             0.00000             4.78716             9.99761            14.78478                   -
       120             238.174             0.00000             4.25972            10.53541            14.79512                  25
       121             224.010             0.00000             4.00639            10.78658            14.79297                   -
       122             235.011             0.00000             4.20314            10.55910            14.76224                   -
       123             258.863             0.00000             4.62973            10.08855            14.71827                   -
       124             274.307             0.00000             4.90593             9.78407            14.69000                   -
       125             273.541             0.00000             4.89224             9.79518            14.68742                  26
       126             269.062             0.00000             4.81213             9.87862            14.69075                   -
       127             277.715             0.00000             4.96690             9.70637            14.67326                   -
       128             300.221             0.00000             5.36941             9.26250            14.63190                   -
       129             319.351             0.00000             5.71154             8.87968            14.59122                   -
       130             318.820             0.00000             5.70205             8.87398            14.57603                  27
       131             301.563             0.00000             5.39341             9.19012            14.58352                   -
       132             286.743             0.00000             5.12835             9.45787            14.58622                   -
       133             288.784             0.00000             5.16486             9.39745            14.56232                   -
       134             301.848             0.00000             5.39851             9.12085            14.51936                   -
       135             306.933             0.00000             5.48946             8.99555            14.48501                  28
       136             293.399             0.00000             5.24739             9.22837            14.47577                   -
       137             270.769             0.00000             4.84267             9.63611            14.47878                   -
       138             257.815             0.00000             4.61099             9.85590            14.46689                   -
       139             261.381             0.00000             4.67477             9.75500            14.42977                   -
       140             268.875             0.00000             4.80879             9.57755            14.38633                  29
       141             262.982             0.00000             4.70339             9.66077            14.36416                   -
       142             242.208             0.00000             4.33186            10.03678            14.36864                   -
       143             224.045             0.00000             4.00702            10.36929            14.37630                   -
       144             226.741             0.00000             4.05523            10.30472            14.35996                   -
       145             249.534             0.00000             4.46288             9.85522            14.31810                  30
       146             273.129             0.00000             4.88488             9.39114            14.27602                   -
       147             280.001             0.00000             5.00778             9.24987            14.25765                   -
       148             272.291             0.00000             4.86988             9.38942            14.25930                   -
       149             267.788             0.00000             4.78935             9.46505            14.25440                   -
       150             278.698             0.00000             4.98448             9.23926            14.22374                  31
       151             296.936             0.00000             5.31065             8.86716            14.17782                   -
       152             302.442             0.00000             5.40913             8.73697            14.14610                   -
       153             285.481             0.00000             5.10580             9.03909            14.14488                   -
       154             258.232             0.00000             4.61844             9.54086            14.15930                   -
       155             242.732             0.00000             4.34123             9.81816            14.15939                  32
       156             248.284             0.00000             4.44052             9.69169            14.13221                   -
       157             262.814             0.00000             4.70039             9.39432            14.09470                   -
       158             267.075             0.00000             4.77659             9.29715            14.07374                   -
       159             255.622             0.00000             4.57177             9.50441            14.07618                   -
       160             241.636             0.00000             4.32163             9.76016            14.08179                  33
       161             240.902             0.00000             4.30851             9.75786            14.06637                   -
       162             253.264             0.00000             4.52959             9.49965            14.02924                   -
       163             262.346             0.00000             4.69202             9.30256            13.99458                   -
       164             253.911             0.00000             4.54116             9.44392            13.98508                   -
       165             232.365             0.00000             4.15581             9.84104            13.99685                  34
       166             216.884             0.00000             3.87895            10.12468            14.00362                   -
       167             221.260             0.00000             3.95721            10.02841            13.98562                   -
       168             239.698             0.00000             4.28696             9.66387            13.95083                   -
       169             254.115             0.00000             4.54482             9.38022            13.92503                   -
       170             254.419             0.00000             4.55024             9.37179            13.92203                  35
       171             248.871             0.00000             4.45102             9.47697            13.92798                   -
       172             253.108             0.00000             4.52681             9.39065            13.91746                   -
       173             270.596             0.00000             4.83957             9.04340            13.88297                   -
       174             287.015             0.00000             5.13323             8.71134            13.84457                   -
       175             285.340             0.00000             5.10327             8.72500            13.82827                  36
       176             264.858             0.00000             4.73695             9.10046            13.83741                   -
       177             242.697             0.00000             4.34060             9.50836            13.84897                   -
       178             235.903             0.00000             4.21910             9.61989            13.83899                   -
       179             243.855             0.00000             4.36131             9.44727            13.80859                   -
       180             250.272             0.00000             4.47608             9.30530            13.78138                  37
       181             242.119             0.00000             4.33026             9.44594            13.77620                   -
       182             224.110             0.00000             4.00817             9.77776            13.78593                   -
       183             212.946             0.00000             3.80852             9.97735            13.78586                   -
       184             218.192             0.00000             3.90233             9.85938            13.76171                   -
       185             231.351             0.00000             4.13769             9.58830            13.72599                  38
       186             235.376             0.00000             4.20967             9.49508            13.70475                   -
       187             224.078             0.00000             4.00761             9.70161            13.70923                   -
       188             209.861             0.00000             3.75334             9.97003            13.72337                   -
       189             210.887             0.00000             3.77168             9.94949            13.72117                   -
       190             231.459             0.00000             4.13960             9.55532            13.69492                  39
       191             257.065             0.00000             4.59757             9.06577            13.66334                   -
       192             269.576             0.00000             4.82132             8.82917            13.65049                   -
       193             265.948             0.00000             4.75644             8.90241            13.65884                   -
       194             259.889             0.00000             4.64808             9.01833            13.66642                   -
       195             264.798             0.00000             4.73587             8.91571            13.65158                  40
       196             277.247             0.00000             4.95853             8.65968            13.61820                   -
       197             279.934             0.00000             5.00658             8.58602            13.59260                   -
       198             261.277             0.00000             4.67291             8.92201            13.59491                   -
       199             229.784             0.00000             4.10966             9.50691            13.61657                   -
       200             206.604             0.00000             3.69508             9.93431            13.62939                  41
       201             203.966             0.00000             3.64790             9.96873            13.61663                   -
       202             213.244             0.00000             3.81383             9.77727            13.59110                   -
       203             215.860             0.00000             3.86063             9.71928            13.57991                   -
       204             204.779             0.00000             3.66244             9.93068            13.59312                   -
       205             192.508             0.00000             3.44297            10.16870            13.61167                  42
       206             196.671             0.00000             3.51744            10.09076            13.60820                   -
       207             219.328             0.00000             3.92265             9.65503            13.57768                   -
       208             243.317             0.00000             4.35169             9.19205            13.54374                   -
       209             250.110             0.00000             4.47319             9.06019            13.53338                   -
       210             239.687             0.00000             4.28676             9.26099            13.54775                  43
       211             230.399             0.00000             4.12064             9.44058            13.56122                   -
       212             238.712             0.00000             4.26933             9.28056            13.54989                   -
       213             260.950             0.00000             4.66705             8.85092            13.51796                   -
       214             277.017             0.00000             4.95441             8.53833            13.49274                   -
       215             271.877             0.00000             4.86248             8.63158            13.49406                  44
       216             251.120             0.00000             4.49125             9.02117            13.51242                   -
       217             233.849             0.00000             4.18235             9.33759            13.51995                   -
       218             231.320             0.00000             4.13712             9.36451            13.50163                   -
       219             235.248             0.00000             4.20737             9.26469            13.47206                   -
       220             228.504             0.00000             4.08677             9.37256            13.45933                  45
       221             205.935             0.00000             3.68311             9.79099            13.47410                   -
       222             181.845             0.00000             3.25228            10.24568            13.49795                   -
       223             175.609             0.00000             3.14074            10.36307            13.50381                   -
       224             191.183             0.00000             3.41928            10.06643            13.48571                   -
       225             213.146             0.00000             3.81209             9.65272            13.46481                  46
       226             223.558             0.00000             3.99831             9.46686            13.46517                   -
       227             220.920             0.00000             3.95112             9.53530            13.48642                   -
