        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
        93              55.801             0.00000            18.38091         -3621.60926         -3603.22835                   -
        94              56.401             0.00000            18.56307         -3621.76767         -3603.20460                   -
        95              57.001             0.00000            18.75016         -3621.92201         -3603.17185                  20
        96              57.601             0.00000            18.94140         -3621.96468         -3603.02328                   -
        97              58.201             0.00000            19.00860         -3621.95071         -3602.94211                   -
        98              58.801             0.00000            19.19735         -3621.96263         -3602.76528                   -
        99              59.401             0.00000            19.38460         -3622.11300         -3602.72840                   -
       100              60.001             0.00000            19.57079         -3622.46819         -3602.89740                  21
       101              60.601             0.00000            19.75946         -3622.85266         -3603.09319                   -
       102              61.201             0.00000            19.95494         -3622.95698         -3603.00204                   -
       103              61.801             0.00000            20.15685         -3622.77745         -3602.62060                   -
       104              62.401             0.00000            20.35885         -3622.69966         -3602.34081                   -
       105              63.001             0.00000            20.55559         -3622.93797         -3602.38238                  22
       106              63.601             0.00000            20.74896         -3623.12108         -3602.37211                   -
       107              64.201             0.00000            20.94252         -3622.80788         -3601.86536                   -
       108              64.801             0.00000            21.30575         -3622.20623         -3600.90047                   -
       109              65.401             0.00000            21.48950         -3621.92049         -3600.43099                   -
       110              66.001             0.00000            21.66845         -3622.00976         -3600.34131                  23
       111              66.601             0.00000            21.85169         -3621.81865         -3599.96696                   -
       112              67.201             0.00000            22.04389         -3620.99757         -3598.95368                   -
       113              67.801             0.00000            22.24171         -3620.09079         -3597.84908                   -
       114              68.401             0.00000            22.44074         -3619.75709         -3597.31636                   -
       115              69.001             0.00000            22.64400         -3619.74395         -3597.09994                  24
       116              69.601             0.00000            22.85877         -3619.28387         -3596.42510                   -
       117              70.201             0.00000            23.08642         -3618.34179         -3595.25536                   -
       118              70.801             0.00000            23.31887         -3617.71953         -3594.40066                   -
       119              71.401             0.00000            23.54968         -3617.84629         -3594.29661                   -
       120              72.001             0.00000            23.78553         -3618.08815         -3594.30262                  25
       121              72.601             0.00000            24.03525         -3617.77065         -3593.73540                   -
       122              73.201             0.00000            24.29137         -3617.23352         -3592.94214                   -
       123              73.801             0.00000            24.73328         -3617.29141         -3592.55813                   -
       124              74.401             0.00000            24.95724         -3617.96978         -3593.01255                   -
       125              75.001             0.00000            25.17206         -3618.47090         -3593.29884                  26
       126              75.601             0.00000            25.40855         -3618.38888         -3592.98033                   -
       127              76.201             0.00000            25.60656         -3618.15840         -3592.55185                   -
       128              76.801             0.00000            25.78592         -3618.23469         -3592.44877                   -
       129              77.401             0.00000            25.95330         -3618.37185         -3592.41854                   -
       130              78.001             0.00000            26.11876         -3618.07400         -3591.95524                  27
       131              78.601             0.00000            26.28502         -3617.37513         -3591.09011                   -
       132              79.201             0.00000            26.45023         -3616.75152         -3590.30129                   -
       133              79.801             0.00000            26.61494         -3616.48512         -3589.87018                   -
       134              80.401             0.00000            26.78236         -3616.47627         -3589.69391                   -
       135              81.001             0.00000            26.95493         -3616.59249         -3589.63755                  28
       136              81.601             0.00000            27.13417         -3616.79749         -3589.66332                   -
       137              82.201             0.00000            27.55940         -3616.95473         -3589.39533                   -
       138              82.801             0.00000            27.75607         -3616.88567         -3589.12961                   -
       139              83.401             0.00000            27.96325         -3616.68280         -3588.71955                   -
       140              84.001             0.00000            28.18082         -3616.62342         -3588.44260                  29
       141              84.601             0.00000            28.40808         -3616.70571         -3588.29763                   -
